id,title,difficulty,category,leetcode_url,note_path,status
200,岛屿数量,中等,图论,https://leetcode.cn/problems/number-of-islands/,题目/09-图论/0200-岛屿数量.md,todo
994,腐烂的橘子,中等,图论,https://leetcode.cn/problems/rotting-oranges/,题目/09-图论/0994-腐烂的橘子.md,todo
207,课程表,中等,图论,https://leetcode.cn/problems/course-schedule/,题目/09-图论/0207-课程表.md,todo
208,实现 Trie（前缀树）,中等,图论,https://leetcode.cn/problems/implement-trie-prefix-tree/,题目/09-图论/0208-实现 Trie（前缀树）.md,todo
46,全排列,中等,回溯,https://leetcode.cn/problems/permutations/,题目/10-回溯/0046-全排列.md,todo
78,子集,中等,回溯,https://leetcode.cn/problems/subsets/,题目/10-回溯/0078-子集.md,todo
17,电话号码的字母组合,中等,回溯,https://leetcode.cn/problems/letter-combinations-of-a-phone-number/,题目/10-回溯/0017-电话号码的字母组合.md,todo
39,组合总和,中等,回溯,https://leetcode.cn/problems/combination-sum/,题目/10-回溯/0039-组合总和.md,todo
22,括号生成,中等,回溯,https://leetcode.cn/problems/generate-parentheses/,题目/10-回溯/0022-括号生成.md,todo
79,单词搜索,中等,回溯,https://leetcode.cn/problems/word-search/,题目/10-回溯/0079-单词搜索.md,todo
131,分割回文串,中等,回溯,https://leetcode.cn/problems/palindrome-partitioning/,题目/10-回溯/0131-分割回文串.md,todo
51,N 皇后,困难,回溯,https://leetcode.cn/problems/n-queens/,题目/10-回溯/0051-N 皇后.md,todo
35,搜索插入位置,简单,二分查找,https://leetcode.cn/problems/search-insert-position/,题目/11-二分查找/0035-搜索插入位置.md,todo
74,搜索二维矩阵,中等,二分查找,https://leetcode.cn/problems/search-a-2d-matrix/,题目/11-二分查找/0074-搜索二维矩阵.md,todo
34,在排序数组中查找元素的第一个和最后一个位置,中等,二分查找,https://leetcode.cn/problems/find-first-and-last-position-of-element-in-sorted-array/,题目/11-二分查找/0034-在排序数组中查找元素的第一个和最后一个位置.md,todo
33,搜索旋转排序数组,中等,二分查找,https://leetcode.cn/problems/search-in-rotated-sorted-array/,题目/11-二分查找/0033-搜索旋转排序数组.md,todo
153,寻找旋转排序数组中的最小值,中等,二分查找,https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array/,题目/11-二分查找/0153-寻找旋转排序数组中的最小值.md,todo
4,寻找两个正序数组的中位数,困难,二分查找,https://leetcode.cn/problems/median-of-two-sorted-arrays/,题目/11-二分查找/0004-寻找两个正序数组的中位数.md,todo
20,有效的括号,简单,栈,https://leetcode.cn/problems/valid-parentheses/,题目/12-栈/0020-有效的括号.md,todo
155,最小栈,中等,栈,https://leetcode.cn/problems/min-stack/,题目/12-栈/0155-最小栈.md,todo
394,字符串解码,中等,栈,https://leetcode.cn/problems/decode-string/,题目/12-栈/0394-字符串解码.md,todo
739,每日温度,中等,栈,https://leetcode.cn/problems/daily-temperatures/,题目/12-栈/0739-每日温度.md,todo
84,柱状图中最大的矩形,困难,栈,https://leetcode.cn/problems/largest-rectangle-in-histogram/,题目/12-栈/0084-柱状图中最大的矩形.md,todo
215,数组中的第 K 个最大元素,中等,堆,https://leetcode.cn/problems/kth-largest-element-in-an-array/,题目/13-堆/0215-数组中的第 K 个最大元素.md,todo
347,前 K 个高频元素,中等,堆,https://leetcode.cn/problems/top-k-frequent-elements/,题目/13-堆/0347-前 K 个高频元素.md,todo
295,数据流的中位数,困难,堆,https://leetcode.cn/problems/find-median-from-data-stream/,题目/13-堆/0295-数据流的中位数.md,todo
121,买卖股票的最佳时机,简单,贪心,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock/,题目/14-贪心/0121-买卖股票的最佳时机.md,todo
55,跳跃游戏,中等,贪心,https://leetcode.cn/problems/jump-game/,题目/14-贪心/0055-跳跃游戏.md,todo
45,跳跃游戏 II,中等,贪心,https://leetcode.cn/problems/jump-game-ii/,题目/14-贪心/0045-跳跃游戏 II.md,todo
763,划分字母区间,中等,贪心,https://leetcode.cn/problems/partition-labels/,题目/14-贪心/0763-划分字母区间.md,todo
70,爬楼梯,简单,动态规划,https://leetcode.cn/problems/climbing-stairs/,题目/15-动态规划/0070-爬楼梯.md,todo
118,杨辉三角,简单,动态规划,https://leetcode.cn/problems/pascals-triangle/,题目/15-动态规划/0118-杨辉三角.md,todo
198,打家劫舍,中等,动态规划,https://leetcode.cn/problems/house-robber/,题目/15-动态规划/0198-打家劫舍.md,todo
279,完全平方数,中等,动态规划,https://leetcode.cn/problems/perfect-squares/,题目/15-动态规划/0279-完全平方数.md,todo
322,零钱兑换,中等,动态规划,https://leetcode.cn/problems/coin-change/,题目/15-动态规划/0322-零钱兑换.md,todo
139,单词拆分,中等,动态规划,https://leetcode.cn/problems/word-break/,题目/15-动态规划/0139-单词拆分.md,todo
300,最长递增子序列,中等,动态规划,https://leetcode.cn/problems/longest-increasing-subsequence/,题目/15-动态规划/0300-最长递增子序列.md,todo
152,乘积最大子数组,中等,动态规划,https://leetcode.cn/problems/maximum-product-subarray/,题目/15-动态规划/0152-乘积最大子数组.md,todo
416,分割等和子集,中等,动态规划,https://leetcode.cn/problems/partition-equal-subset-sum/,题目/15-动态规划/0416-分割等和子集.md,todo
62,不同路径,中等,多维动态规划,https://leetcode.cn/problems/unique-paths/,题目/16-多维动态规划/0062-不同路径.md,todo
64,最小路径和,中等,多维动态规划,https://leetcode.cn/problems/minimum-path-sum/,题目/16-多维动态规划/0064-最小路径和.md,todo
5,最长回文子串,中等,多维动态规划,https://leetcode.cn/problems/longest-palindromic-substring/,题目/16-多维动态规划/0005-最长回文子串.md,todo
1143,最长公共子序列,中等,多维动态规划,https://leetcode.cn/problems/longest-common-subsequence/,题目/16-多维动态规划/1143-最长公共子序列.md,todo
72,编辑距离,中等,多维动态规划,https://leetcode.cn/problems/edit-distance/,题目/16-多维动态规划/0072-编辑距离.md,todo
32,最长有效括号,困难,多维动态规划,https://leetcode.cn/problems/longest-valid-parentheses/,题目/16-多维动态规划/0032-最长有效括号.md,todo
136,只出现一次的数字,简单,技巧,https://leetcode.cn/problems/single-number/,题目/17-技巧/0136-只出现一次的数字.md,todo
169,多数元素,简单,技巧,https://leetcode.cn/problems/majority-element/,题目/17-技巧/0169-多数元素.md,todo
75,颜色分类,中等,技巧,https://leetcode.cn/problems/sort-colors/,题目/17-技巧/0075-颜色分类.md,todo
31,下一个排列,中等,技巧,https://leetcode.cn/problems/next-permutation/,题目/17-技巧/0031-下一个排列.md,todo
287,寻找重复数,中等,技巧,https://leetcode.cn/problems/find-the-duplicate-number/,题目/17-技巧/0287-寻找重复数.md,todo
